one_star_rating,two_star_rating,three_star_rating,four_star_rating,five_star_rating,accessible_rooms,air_conditioning,airport_transportation,bar_lounge,breakfast_available,breakfast_buffet,breakfast_included,business_center,concierge,dry_cleaning,facilities_for_disabled_guests,family_rooms,fitness_center,free_airport_transportation,free_internet,free_parking,free_wifi,heated_pool,hot_tub,housekeeping,indoor_pool,internet,kitchenette,laundry_service,meeting_rooms,multilingual_staff,nonSmoking_hotel,nonSmoking_rooms,parking,pets_allowed,pool,public_wifi,restaurant,rooftop_bar,rooftop_terrace,room_service,self_serve_laundry,shuttle_bus_service,spa,suites,tennis_court,wheelchair_access,wifi,address,latitude,locality,longitude,name,phone,rating,review_num,star,street_address,web,price,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
300,382,811,1291,922,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"157 West 47th Street, New York City, NY 10036-1503",40.7591222,"New York City, NY 10036-1503",-73.9837605,Night Times Square,,3.5,4851,4,157 West 47th Street,,231,Kimpton Muse Hotel,Renaissance New York Times Square Hotel,Room Mate Grace,Hyatt Centric Times Square New York,DoubleTree Suites by Hilton Hotel New York City - Times Square,Hotel St. James,AKA Times Square,The Premier Times Square by Millennium,Night Theater District,Radio City Apartments,589,417,386,503,364,229,545,298,239,216
35,48,112,376,633,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"155 East 50th Street, New York City, NY 10022-9503",40.7560785,"New York City, NY 10022-9503",-73.9710472,Fifty NYC-an Affinia hotel,2127515710,4,1504,4,155 East 50th Street,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=502408&url=1,349,The Kimberly Hotel,San Carlos Hotel,The Vanderbilt YMCA,DoubleTree by Hilton Hotel Metropolitan - New York City,The Benjamin,Best Western Plus Hospitality House,Courtyard New York Manhattan/Midtown East,W New York,The Lombardy,New York Marriott East Side,469,324,109,325,459,561,529,351,389,539
6,4,16,141,570,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"196 Grand Street, New York City, NY 10013-3712",40.71936,"New York City, NY 10013-3712",-73.99677,NobleDEN Hotel,2123908988,4.5,830,4,196 Grand Street,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=7363884&url=1,304,Hotel 50 Bowery NYC,Crosby Street Hotel,U.S. Pacific Hotel,The Nolitan Hotel,Best Western Bowery Hanbee Hotel,Wyndham Garden Chinatown,Wyndham Garden Chinatown,The Leon Hotel,World Hotel,Sohotel,285,955,130,420,279,314,314,275,115,260
24,26,60,158,142,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"70 Park Ave, New York City, NY 10016-2504",40.7498972,"New York City, NY 10016-2504",-73.9797165,IBEROSTAR 70 Park Avenue Hotel,,4,571,4,70 Park Ave,,0,Kitano New York,Library Hotel by Library Hotel Collection,Dylan Hotel NYC,The Tuscany - A St Giles Signature Hotel,Courtyard New York Manhattan/Fifth Avenue,Andaz 5th Avenue,Hotel Central Fifth Avenue New York,Shelburne NYC-an Affinia hotel,The Mansfield,Cambria Hotel & Suites - New York Times Square,559,548,398,445,412,645,296,356,286,303
114,109,240,351,241,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"234 West 48th Street, New York City, NY 10036-1540",40.7605517,"New York City, NY 10036-1540",-73.9863546,The Gallivant Times Square,2122468800,3.5,1634,3,234 West 48th Street,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=75711&url=1,309,Hotel Edison Times Square,Hilton Garden Inn Times Square,Mayfair Hotel,New York Marriott Marquis,W New York - Times Square,The Pearl Hotel,Hampton Inn Manhattan-Times Square North,The Time New York,Paramount Hotel Times Square New York,Amsterdam Court Hotel,254,320,222,404,449,440,297,449,257,241
484,503,776,945,711,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,"235 W 46th Street, New York City, NY 10036-1409",40.7596495,"New York City, NY 10036-1409",-73.9873314,Paramount Hotel Times Square New York,2127645500,3.5,5155,4,235 W 46th Street,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=93517&url=0,257,City Rooms NYC - Times Square,Econo Lodge Times Square,Hilton Garden Inn Times Square,Belvedere Hotel,Hotel Riu Plaza New York Times Square,Hotel Edison Times Square,Row NYC Hotel,The Gallivant Times Square,New York Marriott Marquis,Hotel Shocard at Times Square,234,239,320,341,339,254,278,309,404,289
178,138,292,376,177,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2688 Broadway, New York City, NY 10025-4411",40.798779,"New York City, NY 10025-4411",-73.9684333,Marrakech Hotel,,3,1673,3,2688 Broadway,,0,Broadway Hotel and Hostel,Morningside Inn,Royal Park Hotel,Days Inn Hotel New York City-Broadway,Excelsior Hotel,Belnord Hotel,Jazz on the Park,The Surrey,The Mark,"The Carlyle, A Rosewood Hotel",130,90,134,195,292,173,78,833,848,1319
109,182,465,1730,1712,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,"319 W 48th Street, New York City, NY 10036-1331",40.761682,"New York City, NY 10036-1331",-73.987951,Belvedere Hotel,,4,5648,3,319 W 48th Street,,341,Econo Lodge Times Square,City Rooms NYC - Times Square,Hotel Riu Plaza New York Times Square,Paramount Hotel Times Square New York,Row NYC Hotel,Hilton Garden Inn Times Square,The Westin New York at Times Square,The Gallivant Times Square,Hotel Edison Times Square,Hotel Shocard at Times Square,239,234,339,257,278,320,474,309,254,289
112,154,279,538,486,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"12 W 44th St, New York City, NY 10036-6604",40.7550714,"New York City, NY 10036-6604",-73.9810516,The Mansfield,,3.5,1900,4,12 W 44th St,,286,"Club Quarters Hotel, Times Square -Midtown",Andaz 5th Avenue,The Hotel at Times Square,Cambria Hotel & Suites - New York Times Square,Courtyard New York Manhattan/Fifth Avenue,Hotel Central Fifth Avenue New York,Sofitel New York,The Iroquois New York,City Club Hotel,Cassa Hotel 45th Street New York,359,645,280,303,412,296,599,450,377,344
0,2,4,17,67,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"160 W 56th St, New York City, NY 10019-3866",40.7645437,"New York City, NY 10019-3866",-73.9800832,Carnegie Hotel,2123976000,4.5,119,4,160 W 56th St,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=10533358&url=0,0,Wellington Hotel,The London NYC,New York Hilton Midtown,The Hilton Club - New York,Park Hyatt New York,The Manhattan Club,Park Central Hotel New York,JW Marriott Essex House New York,Viceroy Central Park New York,Parker New York,273,542,406,395,1100,346,286,629,479,429
,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"94 Canal St, New York City, NY 10002-6004",40.71536,"New York City, NY 10002-6004",-73.9938812,Canal Loft Hotel,,,,,94 Canal St,,0,Hotel Mimosa,The Hotel 91,Fairfield Inn & Suites New York Manhattan/Downtown East,World Hotel,The Leon Hotel,Wyndham Garden Chinatown,Wyndham Garden Chinatown,Sohotel,Best Western Bowery Hanbee Hotel,Windsor Hotel,173,179,341,115,275,314,314,260,279,179
54,48,101,220,298,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"9 W 26th St, New York City, NY 10010-1003",40.7440592,"New York City, NY 10010-1003",-73.9893102,Flatiron Hotel,,4,809,4,9 W 26th St,,374,Broadway Plaza Hotel,Heritage Hotel New York City,Hampton Inn Manhattan - Madison Square Garden Area,"Hotel Henri, A Wyndham Hotel",The New York EDITION,Radisson Martinique on Broadway,W New York - Union Square,Hotel Stanford,Courtyard New York Manhattan/Chelsea,Moxy NYC Times Square,278,211,305,309,540,336,572,278,417,313
49,75,196,469,1355,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,"Two West Street, New York City, NY 10004",40.7056483,"New York City, NY 10004",-74.017457,The Wagner at the Battery,2123440800,4.5,2347,5,Two West Street,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=222959&url=0,494,New York Marriott Downtown,Holiday Inn Manhattan - Financial District,"Club Quarters Hotel, World Trade Center",Fairfield Inn & Suites New York Downtown Manhattan/World Trade Center Area,RIFF Downtown,W New York - Downtown,Courtyard New York Downtown Manhattan / World Trade Center Area,Hampton Inn Manhattan / Downtown - Financial District,DoubleTree by Hilton Hotel New York City - Financial District,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,560,380,314,419,249,529,469,322,345,360
37,59,163,876,2537,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,"49 W 44th St, New York City, NY 10036-6613",40.7558763,"New York City, NY 10036-6613",-73.981963,The Iroquois New York,18003327220,4.5,3962,4,49 W 44th St,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=93396&url=1,450,Sofitel New York,City Club Hotel,Cassa Hotel 45th Street New York,"The Algonquin Hotel Times Square, Autograph Collection",Royalton New York Hotel,"Club Quarters Hotel, Times Square -Midtown",The Hotel at Times Square,The Mansfield,Andaz 5th Avenue,Hotel St. James,599,377,344,493,425,359,280,286,645,229
10,15,56,282,382,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"25 W 37th St, New York City, NY 10018-6224",40.7512251,"New York City, NY 10018-6224",-73.9846788,SpringHill Suites New York Midtown Manhattan/Fifth Avenue,18446310595,4.5,1059,3,25 W 37th St,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=4053109&url=0,436,Fairfield Inn & Suites New York Manhattan/Fifth Avenue,"Marriott Vacation Club Pulse, New York City",Refinery Hotel,Americana Inn,The Langham New York Fifth Avenue,Best Western Premier Herald Square,The Bryant Park Hotel,Hyatt Place New York Midtown South,U Hotel Fifth Avenue,Embassy Suites by Hilton New York Midtown Manhattan,350,341,520,170,968,317,495,479,263,419
165,279,530,1111,1630,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,"1567 Broadway at 47th St, New York City, NY 10036-1517",40.7593567,"New York City, NY 10036-1517",-73.9856881,W New York - Times Square,2129307400,4,4475,4,1567 Broadway at 47th St,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=235238&url=0,449,The Time New York,New York Marriott Marquis,Mayfair Hotel,The Pearl Hotel,Hotel Edison Times Square,The Gallivant Times Square,Amsterdam Court Hotel,Crowne Plaza Times Square Manhattan,citizenM New York Times Square,Hampton Inn Manhattan-Times Square North,449,404,222,440,254,309,241,403,304,297
38,61,123,292,586,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,"190 Allen St, New York City, NY 10002-1418",40.7220729,"New York City, NY 10002-1418",-73.9885083,SIXTY LES,2124605300,4,1228,4,190 Allen St,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=1128769&url=1,417,Orchard Street Hotel,Hotel Indigo Lower East Side New York,Redford Hotel,Hotel on Rivington,The Ridge Hotel,The Ludlow New York City,Blue Moon Hotel,The Gatsby Hotel,Holiday Inn NYC - Lower East Side,The Bowery Hotel,278,399,188,308,248,305,98,288,297,525
24,51,148,1031,2135,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"2130 Broadway at 75th Street, New York City, NY 10023-1724",40.7810664,"New York City, NY 10023-1724",-73.9813985,Hotel Beacon,18005724969,4.5,3990,4,2130 Broadway at 75th Street,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=93338&url=1,325,Hotel Belleclaire,NYLO New York City,West Side YMCA,Empire Hotel,The Lucerne Hotel,Trump International Hotel and Tower New York,La Quinta Inn & Suites New York City Central Park,"Mandarin Oriental, New York",The Manhattan Club,Park Central Hotel New York,297,331,140,288,316,788,299,1095,346,286
50,29,100,309,779,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"111 E 48th St, New York City, NY 10017-1222",40.7556389,"New York City, NY 10017-1222",-73.9734987,InterContinental New York Barclay,18778595095,4.5,1465,4,111 E 48th St,https://tripadvisor.com/Commerce?p=IHG&src=40793567&geo=93462&from=Hotel_Review&area=URL_HOTEL&slot=1&matchID=1&oos=0&cnt=1&silo=30734&bucket=878220&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=102963191&managed=false&capped=false&gosox=bgdyf-ddsn1IeOj7xjxjNylZlF5Um4lX3gmdJUBKoxATMPA7e8r_-N6c-lL1W5S-DCBBUlbX7dthgCr7MU3t9uqtocAc2w2Qzlu8-BYyv8E&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&dated=true&inMonth=4&inYear=2018&outMonth=4&outYear=2018&def_d=true&cs=15d87ae112189a7d3155983bdc9776109,0,Roger Smith Hotel,"The Lexington Hotel, Autograph Collection",Hotel 48LEX New York,Residence Inn New York Manhattan / Midtown East,New York Marriott East Side,The Bernic Hotel,W New York,Hotel Elysee by Library Hotel Collection,Fitzpatrick Grand Central,Hotel Boutique At Grand Central,350,500,404,459,539,399,351,521,358,413
197,290,621,1443,2200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,"371 Seventh Ave, New York City, NY 10001-3984",40.7487361,"New York City, NY 10001-3984",-73.99166,Stewart Hotel,2125631800,4,5728,4,371 Seventh Ave,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=93562&url=1,285,Courtyard New York Manhattan/Chelsea,Hotel Pennsylvania,Renaissance New York Midtown Hotel,Wingate by Wyndham Manhattan Midtown,Holiday Inn NYC - Manhattan 6th Avenue - Chelsea,Hampton Inn Manhattan - Madison Square Garden Area,"Hotel Henri, A Wyndham Hotel",Manhattan Broadway Hotel,Holiday Inn New York City - Times Square,Courtyard New York Manhattan/Times Square West,417,217,455,332,314,305,309,197,359,386
321,407,1151,3390,4475,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,"1535 Broadway, New York City, NY 10036",40.7587183,"New York City, NY 10036",-73.9862168,New York Marriott Marquis,18446310595,4,11655,4,1535 Broadway,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=93507&url=0,404,Hotel Edison Times Square,The Gallivant Times Square,W New York - Times Square,Mayfair Hotel,Hilton Garden Inn Times Square,The Knickerbocker Hotel,Hilton Garden Inn New York - Times Square Central,The Pearl Hotel,The Time New York,Paramount Hotel Times Square New York,254,309,449,222,320,387,400,440,449,257
25,37,106,554,2755,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,"40 West 40th Street, New York City, NY 10018-2602",40.7527734,"New York City, NY 10018-2602",-73.9836228,The Bryant Park Hotel,2128690100,4.5,3895,4,40 West 40th Street,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=224214&url=1,495,The Langham New York Fifth Avenue,U Hotel Fifth Avenue,Fairfield Inn & Suites New York Manhattan/Fifth Avenue,SpringHill Suites New York Midtown Manhattan/Fifth Avenue,AKA Times Square,Hotel Mela,"Marriott Vacation Club Pulse, New York City",Hotel St. James,Room Mate Grace,The Premier Times Square by Millennium,968,263,350,436,545,308,341,229,386,298
47,37,121,351,256,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"302 W 47th St, New York City, NY 10036",40.7604354,"New York City, NY 10036",-73.9878467,Econo Lodge Times Square,,4,1283,2,302 W 47th St,,239,City Rooms NYC - Times Square,Hotel Riu Plaza New York Times Square,Belvedere Hotel,Paramount Hotel Times Square New York,Row NYC Hotel,Hilton Garden Inn Times Square,Hotel Shocard at Times Square,The Gallivant Times Square,The Westin New York at Times Square,Hotel Edison Times Square,234,339,341,257,278,320,289,309,474,254
23,20,41,150,230,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,"One UN Plaza, New York City, NY 10017",40.7504266,"New York City, NY 10017",-73.9691367,Millennium Hilton New York One UN Plaza,18556050316,4,579,4,One UN Plaza,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=209382&url=1,364,Pod 51 Hotel,Hilton Garden Inn New York/Manhattan-Midtown East,The Vanderbilt YMCA,Courtyard New York Manhattan/Midtown East,Carvi Hotel New York,Fifty NYC-an Affinia hotel,The Kimberly Hotel,Fitzpatrick Manhattan Hotel,San Carlos Hotel,Renaissance New York Hotel 57,265,359,109,529,249,349,469,438,324,416
80,63,115,274,618,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"510 W 42nd St, New York City, NY 10036-6204",40.7597732,"New York City, NY 10036-6204",-73.9964611,Cachet Boutique,,4,1429,4,510 W 42nd St,,365,Travel Inn Hotel New York,YOTEL New York,Kimpton Ink48 Hotel,Hudson River Hotel,36 Hudson Hotel,Comfort Inn Midtown West,Cassa Hotel Times Square,Holiday Inn Express Manhattan Midtown West,Four Points by Sheraton Manhattan Midtown West,TRYP HOTEL NYC - Times Square South by Wyndham,190,260,469,196,206,254,285,285,310,289
3,9,32,175,351,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"170 Broadway, New York City, NY 10038-4154",40.7095628,"New York City, NY 10038-4154",-74.0099212,Residence Inn New York Downtown Manhattan/World Trade Center Area,18446310595,4.5,712,3,170 Broadway,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=7182804&url=0,513,Millennium Hilton New York Downtown,Holiday Inn New York City - Wall Street,Four Seasons Hotel New York Downtown,"Club Quarters Hotel, Wall Street",Smyth Hotel,The Frederick Hotel,AKA Wall Street,Andaz Wall Street,Q&A Residential Hotel,"Gild Hall, a Thompson Hotel",464,300,890,296,422,365,455,376,429,449
546,567,1015,1310,2399,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"790 7th Avenue, New York City, NY 10019-6204",40.762081,"New York City, NY 10019-6204",-73.9828534,The Manhattan at Times Square Hotel,2125813300,4,8865,4,790 7th Avenue,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=93545&url=1,279,The Michelangelo Hotel,Ameritania Hotel,Radio City Apartments,Courtyard by Marriott New York Manhattan/Central Park,Residence Inn New York Manhattan/Central Park,Hilton Garden Inn New York/Central Park South-Midtown West,Moderne Hotel,Novotel New York Times Square,Da Vinci Hotel,Dream Midtown,430,292,216,444,458,389,298,369,239,333
51,33,38,67,176,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,"485 7th Avenue, New York City, NY 10018-6804",40.7521928,"New York City, NY 10018-6804",-73.9894515,Moxy NYC Times Square,18446310595,4,417,3,485 7th Avenue,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=12301470&url=0,313,AC Hotel Times Square,Hampton Inn Manhattan / Times Square Central,Hampton Inn Manhattan - Madison Square Garden Area,The Westin New York at Times Square,Renaissance New York Midtown Hotel,Hotel Shocard at Times Square,Hotel Pennsylvania,InterContinental New York Times Square,Manhattan Broadway Hotel,Wingate by Wyndham Manhattan Midtown,379,351,305,474,455,289,217,379,197,332
6,14,31,222,1011,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"414 West 46th Street, New York City, NY 10036-3505",40.7612593,"New York City, NY 10036-3505",-73.9917492,414 Hotel,2123990006,4.5,1479,3,414 West 46th Street,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=217630&url=0,323,Skyline Hotel,Comfort Inn Times Square West,Four Points by Sheraton Midtown - Times Square,Element New York Times Square West,Fairfield Inn & Suites New York Manhattan/Times Square,Comfort Inn Times Square South,Pod Times Square,Staybridge Suites Times Square - New York City,Holiday Inn New York City - Times Square,Distrikt Hotel New York City,277,288,275,309,404,239,199,324,359,296
0,3,31,157,796,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"321 West 35th St, New York City, NY 10001-1739",40.75347,"New York City, NY 10001-1739",-73.993835,EVEN Hotel Times Square South,18778595095,4.5,1165,4,321 West 35th St,https://tripadvisor.com/Commerce?p=IHG&src=68890132&geo=7778097&from=Hotel_Review&area=URL_HOTEL&slot=1&matchID=1&oos=0&cnt=1&silo=30734&bucket=878220&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=102963209&managed=false&capped=false&gosox=bgdyf-ddsn1IeOj7xjxjNylZlF5Um4lX3gmdJUBKoxATMPA7e8r_-N6c-lL1W5S-xAYmPiXEf8GSRxROwWVonLyUEQNV3HPlwQWiideuU_s&adults=2&child_rm_ages=&inDay=16&outDay=17&rooms=1&dated=true&inMonth=4&inYear=2018&outMonth=4&outYear=2018&def_d=true&cs=123d6214ac70546a824a2039a8dcaf04b,460,Crowne Plaza HY36 Midtown Manhattan,Doubletree By Hilton - Times Square South,Hilton Garden Inn New York Times Square South,The New Yorker A Wyndham Hotel,"Homewood Suites by Hilton New York/Midtown Manhattan Times Square-South, NY",TRYP HOTEL NYC - Times Square South by Wyndham,Cassa Hotel Times Square,Holiday Inn Express New York City Times Square,Doubletree by Hilton New York Times Square West,Candlewood Suites New York City Times Square,309,287,263,296,377,289,285,294,283,300
1479,1609,3010,4805,4506,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"700 8th Avenue, New York City, NY 10036-3901",40.7587072,"New York City, NY 10036-3901",-73.9882975,Row NYC Hotel,18883523650,3.5,20917,4,700 8th Avenue,https://tripadvisor.com/ShowUrl?&excludeFromVS=true&odc=MobileBusinessListingsUrl&d=1938661&url=1,278,Hotel Riu Plaza New York Times Square,Econo Lodge Times Square,City Rooms NYC - Times Square,The Westin New York at Times Square,Belvedere Hotel,Hampton Inn Manhattan / Times Square Central,Hotel Shocard at Times Square,Paramount Hotel Times Square New York,InterContinental New York Times Square,Hilton Garden Inn Times Square,339,239,234,474,341,351,289,257,379,320
2,3,10,57,199,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"514 W 168th St, New York City, NY 10032-4103",40.8400412,"New York City, NY 10032-4103",-73.9379086,Edge Hotel,,4.5,297,3,514 W 168th St,,279,The Park Ave North,Aloft Harlem,Courtyard New York Manhattan/Upper East Side,The Central Park North,The Franklin,Jazz on the Park,The Bentley Hotel,Morningside Inn,The Mark,"The Carlyle, A Rosewood Hotel",139,254,300,148,224,78,269,90,848,1319
58,116,247,639,751,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,"132 W 45th St, New York City, NY 10036-4003",40.7571907,"New York City, NY 10036-4003",-73.9844262,Night Theater District,,4,2224,4,132 W 45th St,,239,The Premier Times Square by Millennium,Hotel Mela,"The Chatwal, A Luxury Collection Hotel, New York",AKA Times Square,Millennium Broadway New York Times Square,Hyatt Centric Times Square New York,DoubleTree Suites by Hilton Hotel New York City - Times Square,Room Mate Grace,Kimpton Muse Hotel,Renaissance New York Times Square Hotel,298,308,745,545,322,503,364,386,589,417
4,5,33,125,181,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"125 Canal St, New York City, NY 10002-5049",40.7160933,"New York City, NY 10002-5049",-73.9951695,The Leon Hotel,,4.5,418,3,125 Canal St,,275,Wyndham Garden Chinatown,Wyndham Garden Chinatown,World Hotel,U.S. Pacific Hotel,Best Western Bowery Hanbee Hotel,Sohotel,The Nolitan Hotel,Hotel Mimosa,Hotel 50 Bowery NYC,The Hotel 91,314,314,115,130,279,260,420,173,285,179
73,85,157,281,294,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"205 E 45th St, New York City, NY 10017-3301",40.7526912,"New York City, NY 10017-3301",-73.9724539,Wyndham Midtown 45,,3.5,988,3,205 E 45th St,,0,EVEN Hotel New York - Midtown East,The Bernic Hotel,Hampton Inn Manhattan Grand Central,Residence Inn New York Manhattan / Midtown East,New York Marriott East Side,Hotel 48LEX New York,W New York,Best Western Plus Hospitality House,"The Lexington Hotel, Autograph Collection",Roger Smith Hotel,359,399,429,459,539,404,351,561,500,350
